,Stock,Datetime,user.screen_name,id_str,text,Sentiment,Known_Pumper,Price_Region,Inflection_Point,user_pumper_probability,hashtag_count,emoji_count,keyword_count,stock_ticker_count,url_count,pumper_category
2574,GYST,2021-03-29 15:58:15+00:00,BudgetBallerOTC,1376564369467842562a,@chiefs5858 With all the volume coming over from $PSRU it could run over 500%... What's funny is I was looking at… https://t.co/I5aTKovDYh,1,0,1.0,,0.025277627576578,0,0,1,1,1,0
9199,EEENF,2021-04-06 11:59:13+00:00,Joejeffers13,1379403315964960770a,$eeenf you are all about to witness the transfer of wealth. MMs are criminals but that’s a different story for anot… https://t.co/ygCQWYaDPu,-1,0,-1.0,,0.025277627576578,0,0,0,0,1,0
8160,EEENF,2021-04-05 14:24:30+00:00,leoperrxn,1379077489260167170a,RT @Ryandastocks: $EEENF damn people selling lmao,-1,0,0.0,,0.025277627576578,0,0,0,1,0,0
3984,SEAC,2021-03-29 15:28:01+00:00,TraderJ95886811,1376556760236875778a,"$BIDU keeps climbing back.  

$UPC $NIO $TME $SNDL $CPHI $HGEN $CYAN $BRPA $SEAC $EEIQ $FLY $TAOP $SXTC $HMHC $HYW… https://t.co/h585YuVtaU",1,1,0.0,,0.8,0,0,0,11,1,1
9269,EEENF,2021-04-06 13:13:14+00:00,Mr_Amanor,1379421942403502087a,"$eeenf y’all crying over a 70% drop.
CS crying over a $4.7 billion loss. Yes dummy, man tf up and know that someone… https://t.co/Go0Cbkrrng",-1,0,-1.0,,0.025277627576578,0,0,0,0,1,0
3859,TTCM,2021-03-29 19:59:22+00:00,timothysykes,1376625048132464643a,+$5k for me today as I bought &amp; underestimated $TTCM $GYST $IMNPQ $PSRU $INVU but I played overly-safe &amp; now I'm +$… https://t.co/RjUGxY13Hy,1,1,-1.0,-1.0,0.8,0,0,0,5,1,1
4528,EEENF,2021-03-24 18:00:34+00:00,DownRunners,1374783212334026754a,"$HPNN @HPNN 
Be ready ceo said he is dropping another bomb. Get ready to fucked up again. 
$GTLL $INND $ILUS $EEENF… https://t.co/QT7uJx78Nh",-1,0,1.0,,0.025277627576578,0,0,0,5,1,0
4191,SEAC,2021-03-29 20:50:49+00:00,AmandaCStocks,1376637995978268673a,"Interactive Brokers allow me to trade 4am to 8 pm being a Canadian 

So we don't miss $SEAC $GSMG $BIOC… https://t.co/LCuMBRIpM1",1,1,-1.0,,0.8,0,0,0,3,1,1
4373,SEAC,2021-03-30 13:29:45+00:00,longwulf95,1376889383597481993a,"$CSCW got in $2.4 Waiting for $3 ! 

$CSCW $SEAC $PFMT $HOFV $MBRX $VTSI $SNDL $VIPS $SQQQ $TME $UVXY $QELL $VIAC… https://t.co/7khrzN3aTb",1,0,-1.0,,0.025277627576578,0,0,0,13,1,0
3108,GYST,2021-03-30 14:35:23+00:00,JBstockpicks,1376905901546864649a,$GYST dipping toes in for bounce https://t.co/WBhIMe65G2,-1,0,-1.0,,0.025277627576578,0,0,0,1,1,0
10056,EEENF,2021-04-08 23:28:26+00:00,wallstreetminxx,1380301540804681731a,"@ReaperCaa I agree, that’s what I’m saying, I’m sorry if it came off as bashing $EEENF. That’s not my intention nor… https://t.co/kMGfbBxMpd",-1,0,0.0,,0.025277627576578,0,0,0,1,1,0
3000,GYST,2021-03-30 00:42:50+00:00,BcuksM,1376696386419314692a,"$LTNC $HPNN $HCMC $WDLF $FTEG $BDGR $BRZL $SAMLD $GYST $MINE

4 INVITED FOR THE NIGHT LEFT.. SO DM OR TELL ME BELOW… https://t.co/sqyFb6dVE2",0,0,-1.0,,0.025277627576578,0,0,0,10,1,0
8851,EEENF,2021-04-05 22:25:30+00:00,nqtfa,1379198538417065986a,"$EEENF Results looking good on the North Slope …
https://t.co/Kd9bBaqD6o",1,0,-1.0,,0.0010310353699475,0,0,0,1,1,0
4010,SEAC,2021-03-29 16:45:12+00:00,StrongBuyStock,1376576185342128130a,"$UMAX announce the acquisition of Mazuma Transportation Company based in Las Vegas, Nevada.… https://t.co/K5fLmAvci0",1,1,0.0,,0.8,0,0,0,1,1,1
9498,EEENF,2021-04-06 18:35:01+00:00,hitechlowlife99,1379502924355801090a,$EEENF Sorry guys... https://t.co/KhSdaYf612,-1,0,0.0,,0.0010310353699475,0,0,0,1,1,0
3560,TTCM,2021-03-27 21:48:01+00:00,otc_watch,1375927612690722817a,"$TTCM
https://t.co/pX4odJvR5J",0,0,0.0,,0.0010310353699475,0,0,0,1,1,0
3860,TTCM,2021-03-29 20:03:48+00:00,wolftrader670,1376626164257669120a,$TTCM The Tautachrome ACE is the first fully described imagery certification system that reflects all the attribute… https://t.co/DmrxGeihEv,1,0,-1.0,,0.025277627576578,0,0,0,1,1,0
3775,TTCM,2021-03-29 18:06:13+00:00,eric15650,1376596572113371141a,"$TTCM Huge NEWS 
#WSB #StockMarket https://t.co/nawHIBRr37",1,0,0.0,,0.025277627576578,2,0,0,1,1,0
373,WNRS,2021-03-23 12:53:30+00:00,vegaswinnersinc,1374343545671258116a,$WNRS Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enthusiasts… https://t.co/1i5L39u8Xt,0,0,0.0,,0.025277627576578,0,0,0,1,1,0
2612,GYST,2021-03-29 16:18:38+00:00,tradersreport,1376569497486827527a,RT @StockAlert8: $GYST has filed a form U-1. Keep it on your radar..#BreakingNews #news #worldnews #media #ad #BREAKING #BULLISH #bitcoin #…,1,0,1.0,,0.025277627576578,8,0,1,1,0,0
4154,SEAC,2021-03-29 20:14:18+00:00,Maximus_Holla,1376628807801659393a,$SEAC 2.5 up! https://t.co/paRz9c616Y https://t.co/jQdSNwce64,1,0,-1.0,,0.025277627576578,0,0,0,1,2,0
353,CERPQ,2021-03-29 20:14:25+00:00,Candy_OTC,1376628834812968961a,$CERPQ  I encourage you to email Hongyuan Group with questions and/or comments at the email provided on cerpq page… https://t.co/rRrpG179B6,0,1,,,0.8,0,0,0,1,1,1
6380,EEENF,2021-03-31 13:50:00+00:00,s10cks,1377256870092500997a,$EEENF Chugging along. No rockets yet... https://t.co/mDvwSAoAzQ,1,0,1.0,,0.025277627576578,0,0,0,1,1,0
2725,GYST,2021-03-29 17:08:14+00:00,FatCash7,1376581980347858950a,me too!!!! $GYST https://t.co/ThOvzNgQqJ,1,1,0.0,,0.8,0,0,0,1,1,1
3898,SEAC,2021-03-24 21:13:54+00:00,StockTexts,1374831867367673864a,"$SEAC SeaChange International, Inc. SEC Filing: Form 4 https://t.co/KbzCssj28d",0,0,1.0,,0.0010310353699475,0,0,0,1,1,0
2407,GYST,2021-03-29 14:01:09+00:00,ronclaus301,1376534897578233862a,RT @SUNNYLAND24: $GYST : 5 million volume in the first 30 minutes. Only 59 million shares in the entire float. ,1,0,1.0,,0.025277627576578,0,1,2,1,0,0
387,WNRS,2021-03-23 18:46:29+00:00,resx18,1374432377657683982a,"Winners Inc. $WNRS news LAS VEGAS, NV / ACCESSWIRE / March 23, https://t.co/USivIqViKY",0,0,0.0,,0.025277627576578,0,0,0,1,1,0
9248,EEENF,2021-04-06 12:49:26+00:00,theoriginalspa3,1379415954921287682a,@theARToftheTrades @HotSizzle I have this idiot hotsizzle blocked. Is he saying I pumped $EEENF I never made one post about eeenf,-1,0,-1.0,,0.025277627576578,0,0,0,1,0,0
3206,GYST,2021-03-31 05:37:04+00:00,DjFeistyFlip,1377132820317970433a,"RT @Yoz_trades: $GYST can’t wait til announcements come about mining BTC !! Thanks for the additional shares today in the .03’s 

- 0 debt…",1,0,-1.0,,0.025277627576578,0,0,1,1,0,0
3815,TTCM,2021-03-29 18:54:11+00:00,Thepennystalke1,1376608643869777927a,$TTCM https://t.co/vUx8AvQMM0,0,0,0.0,,0.025277627576578,0,0,0,1,1,0
3673,TTCM,2021-03-29 16:45:02+00:00,Mia_Siamese7,1376576142958678017a,$TTCM https://t.co/uhcGaNQNaP,0,0,0.0,,0.025277627576578,0,0,0,1,1,0
2609,GYST,2021-03-29 16:16:13+00:00,FatCash7,1376568891120451588a,Think we will see it buy close. building great support line. $GYST looks like an arrow being pulled back and ready… https://t.co/o1aIRCDQYn,-1,1,1.0,,0.8,0,0,1,1,1,1
2510,GYST,2021-03-29 15:40:26+00:00,GuerillaTrades,1376559886964826114a,$ Cyst !! https://t.co/ktfqhb4pjf,1,1,1.0,,0.8,0,0,0,1,1,1
2683,GYST,2021-03-29 16:58:18+00:00,optimist_grand,1376579480886513664a,"$GYST

1. NO PLANS FOR REVERSE SPLIT

2. WANTS TO UPLIST TO OTCQB

3. NEW WESBITE COMING TO LAUNCH PRODUCT LINE
AMA… https://t.co/47whe3k5c5",1,0,1.0,,0.0010310353699475,0,0,0,1,1,0
4546,EEENF,2021-03-24 19:24:41+00:00,PinkslipPanther,1374804378859810818a,You can’t spell “imfuckingrich” without “ $EEENF ” https://t.co/DpSbBYMS2w,1,0,1.0,,0.025277627576578,0,0,0,1,1,0
298,CERPQ,2021-03-27 23:09:15+00:00,thegojiguy,1375948055694864384a,"https://t.co/49pPDZzWUP
Something to support! Young man doing great things! 
Besides stocks like $segi $rmrk $cerpq $uamm $gtll $srmx $aabb",1,0,-1.0,,0.025277627576578,0,0,0,0,1,0
3478,TTCM,2021-03-25 13:46:05+00:00,Mark_UK_Brent,1375081557367619585a,$TTCM 44 mill volume 38% up today keep any eye!,1,0,0.0,,0.025277627576578,0,0,1,1,0,0
461,WNRS,2021-03-25 13:54:56+00:00,resx18,1375083783943303170a,BB's Stock Haven: $WNRS Pete Rose video! https://t.co/9vX2VKgj1B,0,0,0.0,,0.025277627576578,0,0,0,1,1,0
8452,EEENF,2021-04-05 16:41:21+00:00,taoof89,1379111929520750595a,$EEENF LFG!!!! TEAR DOWN ALL WALLS!!! I CAN SMELL THE NEWS COMING!!!!! https://t.co/332vnk6I6n,1,0,-1.0,,0.025277627576578,0,0,0,1,1,0
6072,EEENF,2021-03-31 01:10:11+00:00,raphdgelo,1377065653350334465a,$EEENF is the next runner up! The goal is 3000% . Don’t tell me I didn’t tell y’all when that stock goes skyrocketi… https://t.co/s08TJEFgxP,1,0,1.0,,0.0010310353699475,0,0,0,1,1,0
8839,EEENF,2021-04-05 22:15:47+00:00,EricKan36912235,1379196093716525057a,Holy crap $eeenf https://t.co/dtnXDObgyu,1,0,-1.0,,0.025277627576578,0,0,0,0,1,0
5622,EEENF,2021-03-29 22:51:36+00:00,AlexDelarge6553,1376668390555852803a,"Focus 5 list this week so far so good! Plus one $inct 

1 $brll up 13% 

2 $sbes up 19% 

3 $eeenf up 23% 

4 $pvdg… https://t.co/nf77SQTatt",1,1,1.0,,0.8,0,0,0,0,1,1
979,SOL,2021-03-28 09:49:02+00:00,Rajasam_1,1376109065198317570a,@CryptoKaleo $30 seems a bit conservative. I have no idea why $SOL hasn’t mooned yet. Its an great project - hoping for $50 minimum.,1,0,1.0,,0.0010310353699475,0,0,0,0,0,0
8854,EEENF,2021-04-05 22:27:43+00:00,L11720,1379199097136148487a,ITS HERE! $EEENF https://t.co/taL21SaAhQ,1,0,-1.0,,0.025277627576578,0,0,0,1,1,0
3337,GYST,2021-04-01 17:23:47+00:00,Marlon77509477,1377673056944943104a,"$SPY use a  

$rnva $inkw:",1,0,-1.0,,0.025277627576578,0,1,0,0,1,0
4097,SEAC,2021-03-29 19:12:10+00:00,ShareTalkNews,1376613171163656193a,$FLY $HOFV $HGEN $LMPX $MTSL $MNSO $NCTY $RCON $RLX $SALM $SEAC https://t.co/hDyJWCWLaq,0,0,-1.0,,0.025277627576578,0,0,0,9,1,0
2551,GYST,2021-03-29 15:52:15+00:00,GuerillaTrades,1376562856758501376a,"$GYST in Beast mode! 

+380% so far ... https://t.co/hvvvspxU3i",1,1,1.0,,0.8,0,0,0,1,1,1
8700,EEENF,2021-04-05 19:55:00+00:00,Flexx8881,1379160664367841291a,$eeenf heard a lot was going to happen today... maybe more significant tomorrow and through the week. https://t.co/9jcET2vdqb,0,0,-1.0,,0.025277627576578,0,0,0,0,1,0
2627,GYST,2021-03-29 16:25:47+00:00,GeniusTrader777,1376571299649232897a,$ Https://t.co/9fgpobkqez,0,0,1.0,,0.025277627576578,0,0,0,1,1,0
2974,GYST,2021-03-29 21:38:25+00:00,BcuksM,1376649973157277696a,"Almost at 400+ official loyal Followers I'm 7 weeks, Thank You!!! I haven't been on lately because I've been studyi… https://t.co/gwjAqIIcDc",0,0,0.0,,0.025277627576578,0,0,0,0,1,0
2670,GYST,2021-03-29 16:42:47+00:00,FatCash7,1376575576362868736a,"I  see it too, $GYST fingers crossed https://t.co/mJQppkXCR9",0,1,1.0,,0.8,0,0,0,1,1,1
892,SOL,2021-03-30 02:54:57+00:00,Coin_Colony,1376729634662850561a,$sol with 500 million supply almost about to touch $20 and Scam $sxp with 289 million supply struggling at $3 like a looser.,-1,0,0.0,,0.025277627576578,0,0,0,0,0,0
4034,SEAC,2021-03-29 17:23:44+00:00,KillerStockCall,1376585882992533505a,"$SEAC NHOD 1.79

Remember to Plan Your Entry/Exit, Verify Momentum First, Secure Profits and Cut Losses Quickly.… https://t.co/SGgr40vu99",0,0,0.0,,0.025277627576578,0,0,0,1,1,0
3115,GYST,2021-03-30 15:04:28+00:00,jehause,1376913221336977415a,Looking for an entry in $GYST for the reversal. L2 is thinning out and bid support is forming. Pushing to over-sold… https://t.co/vcMK1sw4Wy,-1,0,-1.0,,0.025277627576578,0,0,0,1,1,0
9775,EEENF,2021-04-07 17:48:34+00:00,killa_pump,1379853621374902272a,$EEENF WILL YOU HELP OUT SHAREHOLDERS?? atleast reach out?? Pr style?? https://t.co/mtMpvSQmtW,-1,0,0.0,,0.025277627576578,0,0,0,1,1,0
379,WNRS,2021-03-23 13:03:21+00:00,Nex_Trades,1374346026090434562a,$WNRS https://t.co/i14tn4QZ8P,0,0,0.0,,0.025277627576578,0,0,0,1,1,0
5141,EEENF,2021-03-27 18:53:45+00:00,AlexDelarge6553,1375883757488635911a,"My 5 focus stocks this week! Till I lose focus lol

1 $brll audited filings

2 $sbes current merger?

3 $pvdg my #1… https://t.co/ZuCS1PusiW",1,1,1.0,1.0,0.8,1,0,0,0,1,1
4761,EEENF,2021-03-25 19:54:18+00:00,AlexDelarge6553,1375174219529650184a,$eeenf this will end well!! https://t.co/m2MJgcA0hZ,1,1,1.0,,0.8,0,0,0,0,1,1
3135,GYST,2021-03-30 16:47:56+00:00,day_trading101,1376939260608094210a,$ Gesture: ') https://t.co/0ddzrgmd31,-1,0,-1.0,,0.0010310353699475,0,0,0,1,1,0
